1_ames_mutagenicity_data	c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
372_ames_mutagenicity_data	Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
373_ames_mutagenicity_data	COc1cc(NC(C)CCCN)c2ncccc2c1
374_ames_mutagenicity_data	Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
375_ames_mutagenicity_data	Cc1ccccn1
376_ames_mutagenicity_data	CC(=O)c1ccc([N+](=O)[O-])cc1
377_ames_mutagenicity_data	CCC[N+](=O)[O-]
378_ames_mutagenicity_data	O=[N+]([O-])c1cccc(O)c1
379_ames_mutagenicity_data	O=C(O)c1ccccc1[N+](=O)[O-]
380_ames_mutagenicity_data	O=NN(c1ccccc1)c1ccccc1
381_ames_mutagenicity_data	O=c1[nH]c(=O)n([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1/C=C/Br
382_ames_mutagenicity_data	O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
383_ames_mutagenicity_data	COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
384_ames_mutagenicity_data	NC(N)=S
385_ames_mutagenicity_data	Cc1ccc(O)cc1
386_ames_mutagenicity_data	Cc1cccc([N+](=O)[O-])c1
387_ames_mutagenicity_data	NCCNCCO
388_ames_mutagenicity_data	c1ccncc1
389_ames_mutagenicity_data	Cn1c(N)nc2ncc(-c3ccccc3)cc21
390_ames_mutagenicity_data	OC(CCl)CCl
391_ames_mutagenicity_data	NCCNCCNCCNCCN
392_ames_mutagenicity_data	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1
393_ames_mutagenicity_data	Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
394_ames_mutagenicity_data	CC(C)Cc1ccc(C(C)C(=O)O)cc1
395_ames_mutagenicity_data	OCCOc1cc(Cl)c(Cl)cc1Cl
396_ames_mutagenicity_data	Cl[Hg]Cl
397_ames_mutagenicity_data	C[Si](C)(C)Cl
398_ames_mutagenicity_data	C[Si](C)(Cl)Cl
399_ames_mutagenicity_data	CC(C)(C#N)/N=N/C(C)(C)C#N
400_ames_mutagenicity_data	CCSCCC(N)C(=O)O
401_ames_mutagenicity_data	COP(=S)(Cl)OC
402_ames_mutagenicity_data	FC(F)(F)c1ccc(Cl)cc1
403_ames_mutagenicity_data	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
404_ames_mutagenicity_data	c1ccc(-c2ccccc2)cc1
405_ames_mutagenicity_data	O=C1c2ccccc2-c2ccc([N+](=O)[O-])cc21
406_ames_mutagenicity_data	C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C
407_ames_mutagenicity_data	CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1
408_ames_mutagenicity_data	CCCCCCCC(=O)O
409_ames_mutagenicity_data	N#CCc1ccccc1
410_ames_mutagenicity_data	O=NN(CCO)CCO
411_ames_mutagenicity_data	CC(C)[N+](=O)[O-]
412_ames_mutagenicity_data	C=C(Cl)Cl
413_ames_mutagenicity_data	CN(C)C(=S)SSC(=S)N(C)C
414_ames_mutagenicity_data	O=C1c2ccccc2C(=O)C1(O)O
415_ames_mutagenicity_data	O=Cc1ccc(Cl)c(Cl)c1
416_ames_mutagenicity_data	Nc1ccc2nc3ccccc3nc2c1N
417_ames_mutagenicity_data	c1cnccn1
418_ames_mutagenicity_data	CCOP(C)(=O)SCCN(C(C)C)C(C)C
419_ames_mutagenicity_data	CCCCCCCCCCCCCCCCC1CO1
420_ames_mutagenicity_data	Cl[Fe](Cl)Cl
421_ames_mutagenicity_data	CCOC(=O)CBr
422_ames_mutagenicity_data	N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
423_ames_mutagenicity_data	O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
424_ames_mutagenicity_data	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@H]3O[C@H]1C[C@@H](N)[C@@H](O)[C@@H](C)O1
425_ames_mutagenicity_data	C1=CCCCC1
426_ames_mutagenicity_data	COP(=O)(OC)N1CCOCC1
427_ames_mutagenicity_data	C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@H]2O
428_ames_mutagenicity_data	Cl/C=C\CCl
429_ames_mutagenicity_data	O=[N+]([O-])c1ccc(CNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1
430_ames_mutagenicity_data	CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
431_ames_mutagenicity_data	O=[Ti]=O
432_ames_mutagenicity_data	Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2-c1ccc([N+](=O)[O-])cc1
433_ames_mutagenicity_data	CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
434_ames_mutagenicity_data	CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
435_ames_mutagenicity_data	COc1cccc2c1ccc1c(C(=O)O)cc3c(c12)OCO3
436_ames_mutagenicity_data	CC(=O)CC(C)=O
437_ames_mutagenicity_data	CN(C)CCOC(c1ccccc1)c1ccccc1
438_ames_mutagenicity_data	Cc1ccc(CO)cc1
439_ames_mutagenicity_data	CC(=O)OCc1ccccc1
440_ames_mutagenicity_data	N[C@@H](CCC(=O)O)C(=O)[O-]
441_ames_mutagenicity_data	CCCCOB(OCCCC)OCCCC
442_ames_mutagenicity_data	O=C(c1ccccc1)c1ccccc1
443_ames_mutagenicity_data	COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
444_ames_mutagenicity_data	O=C1CCc2ccccc2O1
445_ames_mutagenicity_data	Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
446_ames_mutagenicity_data	Clc1ccccc1
447_ames_mutagenicity_data	O=C(O)c1ccc2c(c1)C(=O)OC2=O
448_ames_mutagenicity_data	O=c1[nH]cc(F)c(=O)[nH]1
449_ames_mutagenicity_data	Cc1ccc(C)o1
450_ames_mutagenicity_data	O=S([O-])S(=O)[O-]
451_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c(c1)oc1ccccc12
452_ames_mutagenicity_data	Cc1cc(-c2ccc([NH3+])c(C)c2)ccc1[NH3+]
453_ames_mutagenicity_data	Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
454_ames_mutagenicity_data	CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](C(=O)O)O[C@@H](O[C@H]3[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]3NC(C)=O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
455_ames_mutagenicity_data	CN(C)CCN(Cc1ccc(Cl)s1)c1ccccn1
456_ames_mutagenicity_data	C[N+]1(C)CCOCC1
457_ames_mutagenicity_data	ClC(Cl)(Cl)C(Cl)(Cl)Cl
458_ames_mutagenicity_data	CCOCCCl
459_ames_mutagenicity_data	FC(F)(Br)C(F)(F)I
460_ames_mutagenicity_data	[Ga]#[As]
461_ames_mutagenicity_data	O=C=NCCCCCCN=C=O
462_ames_mutagenicity_data	CCCCC(CC)COC(=O)CCCCC(=O)O
463_ames_mutagenicity_data	CNC(=O)Oc1cccc2ccccc12
464_ames_mutagenicity_data	CCCCCl
465_ames_mutagenicity_data	C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C
466_ames_mutagenicity_data	CN[C@@H](C)[C@H](O)c1ccccc1
467_ames_mutagenicity_data	ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl
468_ames_mutagenicity_data	O=C1C=Cc2ccccc2C1=O
469_ames_mutagenicity_data	O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
470_ames_mutagenicity_data	Nc1ncnc2c1nc(-c1ccc([N+](=O)[O-])cc1)n2-c1ccc([N+](=O)[O-])cc1
471_ames_mutagenicity_data	Cc1ccccc1
472_ames_mutagenicity_data	CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl
473_ames_mutagenicity_data	Nc1ncnc2c1ncn2-c1ccc([N+](=O)[O-])cc1
474_ames_mutagenicity_data	CNC[C@H](O)c1cccc(O)c1
475_ames_mutagenicity_data	Nc1nc2ccccc2[nH]1
476_ames_mutagenicity_data	CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
477_ames_mutagenicity_data	Oc1ccc(Cl)cc1Cc1ccccc1
478_ames_mutagenicity_data	OC[P+](CO)(CO)CO
479_ames_mutagenicity_data	OCCN(CCO)CCO
480_ames_mutagenicity_data	Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2nc[nH]c12
481_ames_mutagenicity_data	CCC1(c2ccccc2)C(=O)NCNC1=O
482_ames_mutagenicity_data	Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
483_ames_mutagenicity_data	O=C1C(O)=C(O)OC1C(O)CO
484_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c(c1)[nH]c1ccccc12
485_ames_mutagenicity_data	Cc1c(N=C=O)cccc1N=C=O
486_ames_mutagenicity_data	CCCCCCc1ccc(O)cc1O
487_ames_mutagenicity_data	C=Cc1ccccn1
488_ames_mutagenicity_data	C=CCc1ccc(OC)cc1
489_ames_mutagenicity_data	O=[N+]([O-])c1ccc(Nc2ncnc3nc[nH]c23)cc1
490_ames_mutagenicity_data	N#C/C=C/C#N
491_ames_mutagenicity_data	O=C1c2c(O)cccc2Cc2cccc(O)c21
492_ames_mutagenicity_data	NCCNCCNCCN
493_ames_mutagenicity_data	C=C(C)[C@@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
494_ames_mutagenicity_data	C[N+](C)(C)CCO
495_ames_mutagenicity_data	C=CC1CC=CCC1
496_ames_mutagenicity_data	NC=O
497_ames_mutagenicity_data	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
498_ames_mutagenicity_data	O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O
499_ames_mutagenicity_data	CC1=CC[C@H](C(C)(C)O)CC1
500_ames_mutagenicity_data	COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
501_ames_mutagenicity_data	CC(O)c1ccccc1
502_ames_mutagenicity_data	O=[N+]([O-])c1ccc(CNc2ncnc3nc[nH]c23)cc1
503_ames_mutagenicity_data	NCCCCCCN
504_ames_mutagenicity_data	O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O
505_ames_mutagenicity_data	CCc1ccccc1
506_ames_mutagenicity_data	Cc1ccc(S(=O)(=O)[O-])cc1C
507_ames_mutagenicity_data	Nc1ccc(NCCO)c([N+](=O)[O-])c1
508_ames_mutagenicity_data	Oc1ccc(Nc2ccc3ccccc3c2)cc1
509_ames_mutagenicity_data	O=S([O-])O
510_ames_mutagenicity_data	COC(=O)c1ccc(C)cc1
511_ames_mutagenicity_data	Nc1ncnc2c1ncn2[C@H]1O[C@@H](CO)C(O)C1c1ccc([N+](=O)[O-])cc1
512_ames_mutagenicity_data	CC(=O)Nc1ccc(N/N=C2\C=C(C)C=CC2=O)cc1
513_ames_mutagenicity_data	Nc1ncnc2c1ncn2Cc1ccc([N+](=O)[O-])cc1
514_ames_mutagenicity_data	CNc1ccc(O)cc1
515_ames_mutagenicity_data	Oc1c(I)cc(Cl)c2cccnc12
516_ames_mutagenicity_data	CC(Cl)Cl
517_ames_mutagenicity_data	CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
518_ames_mutagenicity_data	ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl
519_ames_mutagenicity_data	O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl
520_ames_mutagenicity_data	Nc1ncnc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c12
521_ames_mutagenicity_data	O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21
522_ames_mutagenicity_data	Cc1cnc2ccc3c(nc(N)n3C)c2n1
523_ames_mutagenicity_data	CC(=O)Cl
524_ames_mutagenicity_data	CC12CCC(C(=O)C1=O)C2(C)C
525_ames_mutagenicity_data	C=CC(C)C#N
526_ames_mutagenicity_data	O=[N+]([O-])c1c(O)c(Cl)cc(Cl)c1Cl
527_ames_mutagenicity_data	CCCCCCCCC=O
528_ames_mutagenicity_data	COc1ccc(C(=O)c2ccccc2)c(O)c1
529_ames_mutagenicity_data	O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
530_ames_mutagenicity_data	COc1ccc(N)cc1
531_ames_mutagenicity_data	CN(C)c1ccc(/N=N/c2ccccc2)cc1
532_ames_mutagenicity_data	CCOc1ccc(N=O)cc1
533_ames_mutagenicity_data	O=C(Br)CBr
534_ames_mutagenicity_data	CCC(=O)O
535_ames_mutagenicity_data	C=Cc1cccc(C)c1
536_ames_mutagenicity_data	O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
537_ames_mutagenicity_data	Cc1ccc(N)cc1C
538_ames_mutagenicity_data	O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO
539_ames_mutagenicity_data	CC(N)Cc1ccccc1
540_ames_mutagenicity_data	c1ccc2c(c1)ccc1ccccc12
541_ames_mutagenicity_data	Cc1cccc(Br)c1
542_ames_mutagenicity_data	O=[N+]([O-])c1ccc(Cl)c(Cl)c1
543_ames_mutagenicity_data	c1cc2c3c(cccc3c1)CC2
544_ames_mutagenicity_data	Cc1ccc(Br)cc1
545_ames_mutagenicity_data	O=[N+]([O-])c1cc(O)c2ccc3cccc4ccc1c2c34
546_ames_mutagenicity_data	C[Hg+]
547_ames_mutagenicity_data	CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2
548_ames_mutagenicity_data	CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
549_ames_mutagenicity_data	O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21
550_ames_mutagenicity_data	CCCCOCCOCCSC#N
551_ames_mutagenicity_data	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
552_ames_mutagenicity_data	CCCCCCC=O
553_ames_mutagenicity_data	CCCCCCC(=O)O
554_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c(c1)Oc1ccccc1O2
555_ames_mutagenicity_data	Oc1cc(Cl)c(Cl)c(Cl)c1
556_ames_mutagenicity_data	CC(O)C#N
557_ames_mutagenicity_data	N#Cc1cccc(C#N)c1
558_ames_mutagenicity_data	O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)O)cc1.[Al]
559_ames_mutagenicity_data	Nc1cc2nc3ccccc3[nH]c-2cc1=O
560_ames_mutagenicity_data	O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12
561_ames_mutagenicity_data	CC(CC(=O)O)C(=O)O
562_ames_mutagenicity_data	CCN(N=O)C(N)=O
563_ames_mutagenicity_data	CC(=O)c1ccccc1[N+](=O)[O-]
564_ames_mutagenicity_data	CN(C)N/N=C1/N=CN=C1C(N)=O
565_ames_mutagenicity_data	O=C(O)C(Br)Br
566_ames_mutagenicity_data	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
567_ames_mutagenicity_data	CCCCCCCCCCCC(=O)O
568_ames_mutagenicity_data	O=[N+]([O-])c1ccc(Nc2ncnc3c2ncn3-c2ccc([N+](=O)[O-])cc2)cc1
569_ames_mutagenicity_data	c1cc2ccc3cccc4ccc(c1)c2c34
570_ames_mutagenicity_data	COc1ccccc1/C=C/C=O
571_ames_mutagenicity_data	CN(C)/N=N/c1ccc(Cl)cc1
572_ames_mutagenicity_data	CCc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
573_ames_mutagenicity_data	O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1
574_ames_mutagenicity_data	Cc1cc(-c2ccc(N)c(C)c2)ccc1N
575_ames_mutagenicity_data	CCCCOP(=O)(OCCCC)OCCCC
576_ames_mutagenicity_data	O=C1c2ccccc2C(=O)c2c1cc(O)c(CO)c2O
577_ames_mutagenicity_data	Nc1ccc2ccc3cccc4ccc1c2c34
578_ames_mutagenicity_data	CCC(C)(C)C
579_ames_mutagenicity_data	COc1ccc(C)cc1N
580_ames_mutagenicity_data	CCCCC(CC)COCC1CO1
581_ames_mutagenicity_data	CC(=O)Nc1ccccc1
582_ames_mutagenicity_data	CCOC(=O)C1OC1c1ccccc1
583_ames_mutagenicity_data	O=[N+]([O-])c1ccc2ccc3cc4ccccc4c4ccc1c2c34
584_ames_mutagenicity_data	CC/C=C/C=C/C=C/C=C/C=C/OC[C@@H](O)CO
585_ames_mutagenicity_data	Nc1c(Cl)cc(Cl)cc1Cl
586_ames_mutagenicity_data	O=C(O)/C=C/c1ccccc1
587_ames_mutagenicity_data	CN(CCO)CCO
588_ames_mutagenicity_data	O=[N+]([O-])c1ccccc1
589_ames_mutagenicity_data	CC(=O)O[C@@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
590_ames_mutagenicity_data	CCC(C)Nc1ccc(NC(C)CC)cc1
591_ames_mutagenicity_data	COc1ccccc1N
592_ames_mutagenicity_data	Cc1c(N)cc([N+](=O)[O-])cc1[N+](=O)[O-]
593_ames_mutagenicity_data	COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
594_ames_mutagenicity_data	CCCCOCCOCCO
595_ames_mutagenicity_data	CN(C)C=O
596_ames_mutagenicity_data	Nc1ccc(Cc2ccc(N)cc2)cc1
597_ames_mutagenicity_data	O=C(Cl)c1ccc(Cl)cc1Cl
598_ames_mutagenicity_data	OCc1ccco1
599_ames_mutagenicity_data	Nc1n[nH]c(N)n1
600_ames_mutagenicity_data	Cl[Ba]Cl
601_ames_mutagenicity_data	C1OCOCO1
602_ames_mutagenicity_data	O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
603_ames_mutagenicity_data	Cc1c([N+](=O)[O-])cc(N)cc1[N+](=O)[O-]
604_ames_mutagenicity_data	c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12
605_ames_mutagenicity_data	CC(=O)OCCC(C)C
606_ames_mutagenicity_data	NCCO
607_ames_mutagenicity_data	CCN(Cc1ccccc1)c1ccccc1
608_ames_mutagenicity_data	CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
609_ames_mutagenicity_data	O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1
610_ames_mutagenicity_data	[O-][n+]1ccccc1[SH-][Zn+2][SH-]c1cccc[n+]1[O-]
611_ames_mutagenicity_data	OCC(CO)(CO)CO
612_ames_mutagenicity_data	NC(=O)c1ccccc1O
613_ames_mutagenicity_data	CN(C)/N=N/c1ccc([N+](=O)[O-])cc1
614_ames_mutagenicity_data	OC/C=C\c1ccccc1
615_ames_mutagenicity_data	CCSC(=O)Cl
616_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c3cccc4cccc(c5cccc1c52)c43
617_ames_mutagenicity_data	O=C(O)/C=C/c1ccc([N+](=O)[O-])cc1
618_ames_mutagenicity_data	OCc1ccccc1
619_ames_mutagenicity_data	COC(=O)[C@@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
620_ames_mutagenicity_data	Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
621_ames_mutagenicity_data	CC(=O)NNc1ccccc1
622_ames_mutagenicity_data	COS(C)(=O)=O
623_ames_mutagenicity_data	CN(C)/N=N/c1ccc(Br)cc1
624_ames_mutagenicity_data	O[C@H]1C=Cc2c(cc3ccc4cccc5ccc2c3c45)[C@@H]1O
625_ames_mutagenicity_data	Nc1ccc(/N=N/c2ccc3cc(S(=O)(=O)[O-])c(/N=N\c4ccc(Nc5ccc(/N=N/c6c(S(=O)(=O)[O-])cc7ccc(/N=N/c8ccc(N)cc8N)cc7c6O)cc5)c(S(=O)(=O)[O-])c4)c(O)c3c2)c(N)c1
626_ames_mutagenicity_data	COC(=O)C(c1ccccc1)C1CCCCN1
627_ames_mutagenicity_data	NC(CCC(=O)NNc1ccc(CO)cc1)C(=O)O
628_ames_mutagenicity_data	Nc1cc([N+](=O)[O-])ccc1-c1ccc([N+](=O)[O-])cc1
629_ames_mutagenicity_data	CCSCCSP(=O)(OC)OC
630_ames_mutagenicity_data	CN1CCC(CN2c3ccccc3Sc3ccccc32)C1
631_ames_mutagenicity_data	C=C(C)CC(C)(C)C
632_ames_mutagenicity_data	COc1ccc([N+](=O)[O-])cc1
633_ames_mutagenicity_data	COC(=O)c1ccccc1
634_ames_mutagenicity_data	O=[N+]([O-])c1cccc(CCl)c1
635_ames_mutagenicity_data	Cc1ccc(N)c(C)c1
636_ames_mutagenicity_data	COCC[Hg]Cl
637_ames_mutagenicity_data	O=Cc1ccc(CO)o1
638_ames_mutagenicity_data	N#CN=C(N)N
639_ames_mutagenicity_data	c1ccc2nccnc2c1
640_ames_mutagenicity_data	O=C/C=C/c1ccco1
641_ames_mutagenicity_data	O=[N+]([O-])c1ccccc1CCl
642_ames_mutagenicity_data	CC(C)(OO)c1ccccc1
643_ames_mutagenicity_data	COc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(OC)c2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O
644_ames_mutagenicity_data	C=CCOC(=O)C=C
645_ames_mutagenicity_data	CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
646_ames_mutagenicity_data	Cc1ccc(/N=N/N(C)C)cc1
647_ames_mutagenicity_data	O=C1OC(=O)c2ccccc21
648_ames_mutagenicity_data	CCCCC(CC)CNCC(CC)CCCC
649_ames_mutagenicity_data	CCCCC(CC)CN
650_ames_mutagenicity_data	Cc1cc(Cl)ccc1OCC(=O)O
651_ames_mutagenicity_data	O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1
652_ames_mutagenicity_data	C/C=C/CC#N
653_ames_mutagenicity_data	O=[Zn]
654_ames_mutagenicity_data	O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O
655_ames_mutagenicity_data	C=C(C)C(=O)OCCO
656_ames_mutagenicity_data	CCC[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C[C@@H](C)[C@]4(C)[C@H]3CC[C@@]21C
657_ames_mutagenicity_data	CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
658_ames_mutagenicity_data	OCCOCCO
659_ames_mutagenicity_data	CC(C)Nc1nc(Cl)nc(NC(C)C)n1
660_ames_mutagenicity_data	COC(=O)CCC(=O)OC
661_ames_mutagenicity_data	O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O
662_ames_mutagenicity_data	Nc1ccccc1C(=O)OC/C=C/c1ccccc1
663_ames_mutagenicity_data	CCCCOP(=O)(OCCCC)Oc1ccccc1
664_ames_mutagenicity_data	CC1CCCC1
665_ames_mutagenicity_data	Nc1ccc(Br)cc1
666_ames_mutagenicity_data	O=[N+]([O-])c1cccc2oc3ccccc3c12
667_ames_mutagenicity_data	O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-]
668_ames_mutagenicity_data	O=[N+]([O-])c1cccc2c1oc1ccccc12
669_ames_mutagenicity_data	CCCCBr
670_ames_mutagenicity_data	C=C(C)C#N
671_ames_mutagenicity_data	CC(=O)O[C@@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@H]5C[C@H]5[C@]4(C)[C@H]3CC[C@@]21C
672_ames_mutagenicity_data	NC(=O)N(c1ccccc1)c1ccccc1
673_ames_mutagenicity_data	N#CC(O)c1ccccc1
674_ames_mutagenicity_data	CC(C)(C)N
675_ames_mutagenicity_data	CC1CCC(C(C)C)CC1
676_ames_mutagenicity_data	CCN(C(=O)N(CC)c1ccccc1)c1ccccc1
677_ames_mutagenicity_data	Nc1cc(Cl)ccc1Cl
678_ames_mutagenicity_data	N[C@H](CS/C(Cl)=C/Cl)C(=O)O
679_ames_mutagenicity_data	Cc1ccccc1C
680_ames_mutagenicity_data	CC(C)[C@H]1CC[C@H](C)C[C@H]1O
681_ames_mutagenicity_data	Nc1ccc2ccccc2c1/N=N/c1ccccc1
682_ames_mutagenicity_data	CCCCCCCCCCCCC1CO1
683_ames_mutagenicity_data	ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
684_ames_mutagenicity_data	CC(=O)NBr
685_ames_mutagenicity_data	SCc1ccccc1
686_ames_mutagenicity_data	C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
687_ames_mutagenicity_data	FC(C(F)(F)F)C(F)(F)F
688_ames_mutagenicity_data	COc1ccc(C=O)cc1OC
689_ames_mutagenicity_data	CCCCOCCCC
690_ames_mutagenicity_data	Cc1cccc(C)c1
691_ames_mutagenicity_data	Nc1ncnc2c1ncn2-c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
692_ames_mutagenicity_data	C=C1CC[C@H]2C[C@@H]1C2(C)C
693_ames_mutagenicity_data	ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
694_ames_mutagenicity_data	Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
695_ames_mutagenicity_data	CCCCCCCCn1sccc1=O
696_ames_mutagenicity_data	CC/C=C/C#N
697_ames_mutagenicity_data	Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br
698_ames_mutagenicity_data	CC(C)=CCC/C(C)=C/C=O
699_ames_mutagenicity_data	CC[NH+](CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
700_ames_mutagenicity_data	Nc1ccccc1Cl
701_ames_mutagenicity_data	C1CCC2OC2C1
702_ames_mutagenicity_data	Clc1cccc(Cl)c1
703_ames_mutagenicity_data	Nc1ccccc1C(=O)OC1CCCCC1
704_ames_mutagenicity_data	O=C([O-])c1ccccn1.[Cr+3]
705_ames_mutagenicity_data	COCCO
706_ames_mutagenicity_data	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
707_ames_mutagenicity_data	CCC(C)c1ccccc1O
708_ames_mutagenicity_data	CCCCC(CC)COCCC#N
